322,687,4
322,809,7
356,615,10
356,984,2
623,658,1
623,664,8
623,797,6
623,811,9
623,950,5
879,969,6
879,880,1
880,564,1
17,83,1
17,415,1
17,485,7
17,529,8
17,606,1
17,620,3
17,660,4
17,785,4
83,174,3
83,509,1
83,561,4
485,865,9
485,947,5
485,17,1
529,542,1
529,849,7
529,857,6
529,880,6
606,848,2
606,529,1
620,627,1
620,606,1
660,857,2
660,626,1
785,862,2
785,915,3
18,140,2
18,334,8
18,452,5
18,535,2
18,564,3
140,784,8
140,897,7
140,990,2
140,18,1
334,403,2
334,660,6
334,979,2
452,633,7
452,140,1
535,636,4
564,787,4
564,791,1
19,73,2
19,136,7
19,791,9
73,253,5
73,267,1
73,635,10
73,689,6
73,838,6
136,590,9
136,828,4
791,518,1
20,66,1
20,349,2
20,356,5
20,512,8
20,518,7
20,785,4
66,150,9
66,155,10
66,497,3
66,837,6
66,885,2
349,496,10
349,621,9
349,635,2
349,795,5
349,897,2
349,981,2
512,597,1
512,776,9
518,862,10
518,910,3
518,715,1
21,69,7
21,241,7
21,356,8
21,380,1
21,715,4
21,733,3
21,794,5
21,867,9
21,891,3
21,928,3
21,961,2
69,363,3
69,524,1
69,650,1
69,962,6
241,270,4
241,376,7
241,379,7
241,442,8
241,737,7
380,441,1
380,644,1
380,970,4
380,991,8
715,808,3
715,912,4
715,794,1
733,886,8
733,986,3
733,380,1
794,867,1
867,891,1
891,928,1
928,961,1
961,936,1
22,57,3
22,228,5
22,312,1
22,556,7
22,609,3
22,625,8
22,734,7
22,788,6
22,936,3
57,377,6
57,388,4
57,863,7
57,874,7
57,880,3
228,244,2
228,384,3
228,435,2
228,501,5
228,676,3
228,843,4
312,329,1
312,351,2
312,368,10
312,399,8
312,781,1
312,849,7
312,850,9
556,746,9
556,944,3
609,637,5
609,902,8
609,57,1
625,680,1
625,744,1
625,827,6
625,853,6
625,988,9
734,800,7
734,926,2
734,609,1
788,830,5
788,917,10
788,9,1
936,781,1
23,137,4
23,781,8
23,965,5
137,252,9
137,846,1
137,907,3
781,965,1
965,24,1
24,462,2
24,682,1
462,785,5
25,344,8
25,451,7
25,682,10
25,898,2
344,419,7
344,424,6
344,824,8
344,920,4
451,717,2
451,786,7
451,945,1
682,898,1
898,190,1
26,190,10
26,527,7
26,622,8
26,671,7
26,944,2
190,415,2
190,432,1
190,658,10
190,454,1
527,532,10
527,773,7
622,816,10
671,704,1
671,26,1
27,77,9
27,333,1
27,454,6
27,459,10
27,890,7
27,938,2
27,987,10
77,246,10
77,383,8
77,527,5
77,529,9
333,395,1
333,603,10
333,954,8
333,971,4
333,27,1
454,637,4
454,890,1
459,531,8
890,938,1
938,29,1
28,202,3
28,466,1
28,694,6
202,415,9
202,571,6
202,590,2
202,637,6
202,688,4
202,723,2
202,856,3
202,887,8
466,514,1
466,542,2
466,621,3
466,697,8
694,722,8
694,997,7
29,312,6
29,535,3
29,925,1
30,94,1
30,98,7
30,192,2
30,530,6
30,723,3
94,112,1
94,233,6
94,243,5
94,271,10
94,317,5
94,530,2
94,538,8
94,593,4
94,787,7
94,985,2
98,492,7
98,589,4
98,30,1
192,208,8
192,259,1
192,295,2
192,384,9
192,669,5
192,923,10
530,616,10
530,632,6
530,708,1
530,718,10
530,834,3
530,935,2
31,199,4
31,225,3
31,553,9
31,603,1
31,840,8
31,925,9
31,961,8
199,855,5
199,634,1
553,877,7
553,894,3
553,530,1
603,695,10
603,717,2
603,763,10
840,867,1
840,11,1
925,827,1
827,979,1
33,327,5
33,355,1
33,541,1
33,629,7
33,731,7
33,762,2
33,979,9
327,340,8
327,474,6
327,522,10
327,695,3
327,750,10
327,761,9
327,814,3
327,924,6
327,935,2
355,383,5
355,546,1
355,809,9
541,552,5
541,616,1
541,778,5
541,785,6
541,830,6
541,870,10
629,718,7
629,775,3
629,989,10
629,541,1
731,855,2
731,949,3
731,629,1
762,938,2
762,393,1
979,204,1
34,142,3
34,193,10
34,204,10
34,371,9
34,375,8
34,658,8
34,738,7
142,144,7
142,176,7
142,218,4
142,355,6
142,619,5
142,690,3
142,695,1
142,814,9
142,826,1
193,477,6
193,503,5
193,753,10
204,356,3
204,632,1
371,505,4
371,697,8
371,811,2
371,904,10
371,996,3
375,672,1
375,937,6
375,371,1
658,813,6
658,894,2
738,962,9
738,375,1
632,763,2
632,726,1
726,927,1
927,846,1
36,162,8
162,180,3
162,780,6
162,900,2
162,935,5
37,119,2
37,136,8
37,250,6
37,254,9
37,636,3
37,722,1
37,846,4
119,164,3
119,389,10
119,516,1
119,714,3
119,826,5
119,980,4
250,298,10
250,943,8
254,578,3
254,770,4
254,250,1
636,980,8
636,452,1
722,840,7
722,851,6
846,824,1
38,433,3
38,737,8
38,824,4
38,839,8
433,882,7
433,903,1
433,254,1
737,828,10
737,961,5
824,910,3
824,839,1
839,984,9
839,894,1
39,129,4
39,180,3
39,556,8
39,894,8
39,984,5
129,135,7
129,588,2
129,757,7
180,335,2
180,825,6
894,818,1
40,455,1
455,542,6
455,672,9
455,679,6
41,173,1
41,356,7
41,362,2
41,685,3
41,717,4
41,818,7
41,913,6
41,927,5
173,287,6
173,996,1
173,999,10
173,41,1
362,578,5
362,593,5
362,831,8
685,704,4
685,881,2
717,792,7
717,826,5
717,23,1
818,913,1
913,702,1
42,321,5
42,425,1
42,520,8
42,542,1
42,590,9
42,702,5
42,967,1
321,358,8
321,582,8
321,625,5
321,669,2
425,535,2
425,630,9
425,640,1
425,801,6
425,879,6
425,903,2
520,729,6
520,932,7
520,425,1
542,619,2
590,673,2
590,725,7
590,825,5
590,953,3
702,758,5
702,986,1
967,976,8
967,520,1
43,131,4
43,212,7
43,309,7
43,343,9
43,552,8
43,986,1
131,810,7
131,43,1
212,348,4
212,508,8
212,708,6
212,824,5
552,735,3
986,348,1
44,279,7
44,315,4
44,619,7
279,460,7
279,646,3
315,349,9
315,725,2
315,780,1
619,650,2
619,965,7
619,995,9
619,485,1
45,179,1
45,247,7
45,348,2
45,523,5
45,618,9
45,711,1
45,860,2
179,345,9
179,467,3
179,582,5
179,930,4
179,963,7
247,355,2
247,659,8
247,45,1
348,377,10
348,970,8
348,618,1
523,687,5
523,998,4
618,711,1
711,490,1
46,548,1
46,610,4
548,671,10
548,799,2
548,247,1
610,664,6
610,683,10
610,945,6
47,441,4
47,490,3
47,550,4
47,564,7
47,831,1
441,661,7
441,976,4
490,568,6
490,323,1
550,556,4
550,634,2
550,916,5
550,46,1
831,842,4
831,47,1
55,737,8
55,753,6
55,819,4
55,2,1
49,230,8
49,323,5
49,335,6
49,713,8
230,237,9
230,625,6
230,656,10
230,842,6
230,935,3
230,831,1
323,508,2
323,568,9
323,880,3
323,728,1
335,397,3
335,448,5
335,451,9
335,612,10
335,660,9
335,732,10
50,171,10
50,257,1
50,483,1
50,599,5
50,728,10
50,905,4
171,216,2
171,251,10
171,467,1
171,527,6
171,790,9
257,347,10
257,359,2
257,452,3
257,484,3
483,636,4
483,700,2
483,837,2
483,840,2
483,171,1
599,895,6
599,898,6
599,914,5
599,921,6
599,483,1
728,792,2
728,905,1
905,52,1
51,187,6
51,808,3
187,381,1
187,624,4
187,636,5
187,913,9
187,599,1
52,434,2
52,785,9
52,912,10
52,936,2
52,719,1
434,501,2
434,533,4
912,948,4
53,142,3
53,382,9
53,715,9
53,719,7
53,763,7
53,949,5
382,409,3
382,482,5
382,641,6
382,784,8
382,794,6
382,870,5
382,907,1
719,753,1
763,891,3
763,960,6
949,964,9
949,14,1
54,148,5
54,652,7
54,693,8
54,765,3
148,206,4
148,385,2
652,768,9
652,945,3
652,959,8
652,54,1
693,872,5
693,938,9
693,652,1
765,787,7
765,813,1
765,824,9
753,819,1
819,802,1
56,295,6
56,371,4
56,497,9
56,802,1
56,871,5
295,428,6
295,948,4
497,711,10
497,740,7
497,867,10
497,944,3
497,958,10
497,693,1
802,871,1
871,912,10
871,863,1
377,591,9
377,22,1
388,788,5
863,807,1
874,888,4
874,896,4
874,912,7
58,186,9
58,289,6
58,423,4
58,568,10
58,678,5
58,807,1
186,275,1
186,379,4
186,412,6
186,691,8
186,759,7
186,839,9
186,890,10
186,935,4
289,437,10
289,987,2
423,461,2
423,510,5
423,585,2
568,644,2
568,751,3
568,855,7
678,845,2
678,935,8
807,965,3
807,234,1
59,174,8
59,178,1
59,229,9
59,536,1
59,576,9
59,678,2
59,702,4
174,386,3
174,590,5
174,699,1
174,719,1
178,303,1
178,313,8
178,699,7
178,740,10
178,926,10
229,558,8
229,624,2
229,879,6
229,59,1
536,581,3
536,932,5
536,38,1
576,589,9
576,648,2
576,685,6
576,805,9
576,229,1
60,66,5
60,234,10
60,486,10
60,739,6
60,963,4
60,576,1
234,813,6
234,486,1
486,828,5
486,739,1
739,244,1
61,244,4
61,297,8
61,427,9
61,546,9
61,561,4
61,610,1
61,701,3
61,968,3
244,375,2
244,432,2
244,680,4
244,62,1
297,841,7
297,917,1
297,990,3
297,61,1
427,450,6
427,485,5
427,758,1
427,922,2
546,548,2
546,747,8
546,931,1
546,963,9
546,297,1
561,637,7
561,702,3
561,867,2
701,763,6
701,883,5
701,947,5
968,973,7
968,671,1
62,350,10
62,606,3
62,835,10
62,851,8
62,933,4
62,997,7
62,405,1
350,513,10
350,604,9
350,758,3
350,820,9
350,845,1
350,895,5
350,920,1
835,866,3
835,898,7
835,964,7
835,685,1
933,959,9
933,39,1
63,83,8
63,384,6
63,405,2
63,637,2
63,955,4
63,546,1
384,446,7
384,504,2
384,614,4
384,862,6
405,656,1
637,759,2
955,963,3
955,13,1
64,116,10
64,140,8
64,276,5
64,308,6
64,532,4
64,656,9
64,847,7
64,911,3
64,950,1
116,374,10
116,401,7
116,728,10
276,339,7
276,469,4
276,718,8
276,984,5
308,384,4
308,524,2
308,808,3
308,276,1
532,771,6
532,309,1
656,911,1
847,939,6
847,989,1
847,10,1
911,150,1
950,994,3
950,731,1
65,79,10
65,165,8
65,183,1
65,220,6
65,282,9
65,375,6
79,90,1
79,181,1
79,260,3
79,334,7
183,227,8
183,495,9
183,542,10
183,560,5
183,905,3
183,928,1
183,65,1
220,274,3
220,416,1
220,593,9
282,584,6
282,910,3
282,220,1
150,645,1
150,885,1
155,216,4
155,353,5
885,920,1
67,197,2
67,295,3
67,907,1
67,920,6
67,997,4
197,355,6
197,392,3
197,960,3
907,937,8
907,282,1
920,460,1
68,172,2
68,460,4
68,623,8
68,653,7
68,979,6
68,67,1
172,199,9
172,263,9
172,379,9
172,469,4
460,894,7
460,653,1
653,948,10
653,524,1
363,562,6
524,877,1
524,650,1
650,962,1
962,823,1
70,237,8
70,358,2
70,489,2
70,553,6
70,608,7
70,678,9
70,697,9
70,823,1
70,956,9
70,963,2
237,253,1
237,296,5
237,462,5
237,576,6
237,607,6
237,671,4
237,679,7
237,955,7
358,519,2
358,537,8
358,918,6
489,569,8
489,575,2
489,965,10
608,916,3
608,963,7
608,70,1
697,866,8
697,931,4
823,939,1
71,349,3
71,493,3
71,637,10
71,690,5
71,718,7
71,939,4
493,532,1
493,686,1
493,755,1
690,746,7
690,804,3
690,976,1
718,924,3
718,392,1
939,545,1
215,224,4
215,539,2
215,562,6
215,669,4
215,708,3
215,819,7
215,857,2
215,884,4
361,625,3
361,722,1
361,772,2
361,215,1
416,817,1
416,998,6
416,183,1
478,710,3
478,946,2
478,993,7
478,361,1
545,670,1
670,741,1
741,904,6
741,934,1
934,689,1
253,302,2
253,551,9
253,859,8
267,479,4
267,754,8
267,953,6
635,666,3
635,740,7
635,770,1
635,786,2
689,838,1
838,617,1
74,151,9
74,489,1
74,508,8
74,832,9
74,928,2
151,180,3
151,520,9
151,756,7
151,903,3
151,907,8
151,932,9
151,478,1
508,813,6
508,843,8
508,930,6
508,998,8
508,967,1
832,934,7
832,978,1
832,74,1
75,166,1
75,234,7
75,334,2
75,399,7
75,617,2
75,842,3
166,192,9
166,202,6
166,296,3
166,427,8
166,428,4
166,480,7
166,496,2
166,602,7
166,633,8
166,658,5
166,720,3
166,742,6
166,857,1
399,417,3
399,566,7
617,690,7
617,768,7
617,842,1
842,578,1
76,256,3
76,455,5
76,521,9
76,578,9
76,766,4
76,789,4
256,302,1
256,458,6
256,540,10
256,557,5
256,566,3
256,595,3
256,616,5
256,731,8
256,942,7
521,584,6
521,686,6
521,710,6
521,76,1
578,648,8
578,789,1
766,789,7
766,521,1
789,801,1
789,628,1
246,255,9
246,474,3
246,541,8
246,883,10
383,434,2
383,536,6
383,764,1
383,942,2
78,605,1
78,628,3
78,639,5
78,713,4
605,715,3
605,966,6
605,766,1
628,614,1
639,672,4
639,773,6
90,210,10
90,660,3
181,195,7
181,221,8
181,303,7
181,315,3
181,530,3
181,549,5
181,662,1
181,878,7
181,887,4
80,183,10
80,404,10
80,443,3
80,614,2
80,684,10
80,946,3
404,420,2
404,527,2
404,538,2
404,553,8
404,637,9
404,716,8
404,784,7
404,902,9
404,912,5
443,548,5
443,681,10
443,694,8
443,854,7
614,618,6
614,946,1
684,809,10
684,80,1
946,892,1
81,478,1
81,784,7
81,892,4
81,684,1
784,796,2
784,931,5
892,979,4
892,706,1
82,670,7
82,706,9
82,789,9
82,81,1
706,811,3
706,86,1
509,527,9
509,701,8
84,298,6
84,366,6
84,504,10
298,350,3
298,469,8
298,479,9
298,600,4
298,601,4
298,784,5
366,507,7
366,642,4
366,805,7
366,82,1
504,579,1
504,740,8
504,978,5
504,84,1
85,160,1
85,300,8
85,308,3
85,356,6
85,372,1
85,529,5
85,692,8
85,965,4
160,271,5
160,534,5
160,803,4
160,881,9
160,963,10
300,509,7
300,638,8
300,642,8
300,668,8
372,627,5
372,793,4
372,853,5
372,972,2
372,85,1
692,738,1
692,992,7
692,372,1
86,828,2
86,525,1
828,992,6
828,747,1
87,412,4
87,525,5
87,645,9
87,704,4
87,692,1
412,591,3
412,650,4
412,707,4
412,56,1
525,678,7
525,693,9
525,704,1
645,716,3
645,733,1
704,572,1
88,292,2
88,572,1
292,452,9
292,710,9
292,806,5
292,87,1
572,949,7
572,231,1
218,374,7
218,631,8
218,649,3
218,712,2
218,740,5
231,673,1
231,700,1
232,296,6
232,778,4
232,888,8
700,914,1
210,286,3
210,402,6
210,417,6
91,214,9
91,295,5
91,348,7
91,383,4
91,664,4
91,858,3
91,898,5
91,914,3
214,456,6
214,532,8
214,744,4
214,879,10
214,990,5
664,970,4
664,990,6
664,535,1
858,869,6
858,958,3
858,623,1
914,251,1
92,251,2
92,91,1
251,772,1
93,360,3
93,772,4
93,774,9
93,92,1
360,479,10
360,491,9
360,802,6
360,969,1
772,774,1
774,112,1
112,692,10
112,885,8
112,894,10
112,985,1
233,310,2
233,806,6
243,268,2
243,301,2
243,305,6
243,785,4
271,295,9
271,331,1
271,457,5
271,460,1
271,551,10
271,925,7
317,573,10
317,593,2
317,243,1
538,571,5
538,586,1
538,695,3
538,747,2
593,710,10
787,874,5
985,696,1
95,150,5
95,544,2
95,696,2
95,909,4
95,981,4
95,317,1
544,556,9
696,877,1
696,909,1
909,981,1
981,761,1
96,104,5
96,405,3
104,147,5
104,286,9
104,361,5
104,765,9
104,770,1
104,797,6
104,888,3
104,992,5
97,192,1
97,379,9
97,424,2
97,761,3
379,601,10
379,891,8
379,96,1
424,641,2
424,939,7
761,827,6
761,589,1
492,495,6
492,603,1
492,718,4
492,778,8
492,947,6
589,942,1
99,136,7
99,200,8
99,202,2
99,243,8
99,599,8
200,304,4
200,648,5
200,727,6
100,891,6
100,907,6
100,942,6
100,99,1
942,932,1
101,154,8
101,159,4
101,251,7
101,411,9
101,452,7
101,475,10
101,500,8
101,640,9
101,726,6
101,853,1
101,932,8
154,436,7
154,481,2
154,654,7
154,997,5
159,448,8
159,533,7
159,589,10
159,101,1
411,451,1
411,558,6
411,651,7
411,677,3
411,714,3
411,744,6
411,770,5
411,797,5
411,983,4
411,308,1
475,613,3
475,667,7
475,776,6
475,879,2
475,979,8
500,673,8
500,710,2
500,873,1
500,909,7
500,159,1
640,806,8
640,970,10
853,883,5
853,4,1
932,997,3
932,325,1
102,325,4
102,423,1
102,715,8
102,768,8
102,907,7
102,915,8
102,500,1
325,789,4
325,915,1
915,579,1
103,568,9
103,579,6
103,786,2
103,979,8
103,102,1
579,786,1
786,286,1
147,494,6
147,640,2
147,864,8
147,95,1
286,831,6
286,888,1
770,916,6
770,20,1
797,976,1
797,15,1
888,992,1
992,806,1
105,433,10
105,525,8
105,806,10
105,811,1
105,853,3
105,896,7
105,103,1
806,106,1
811,943,6
811,648,1
896,964,1
896,713,1
106,239,1
106,348,5
106,500,5
106,772,9
106,997,5
106,872,1
239,445,3
239,509,9
239,656,9
239,828,2
239,845,2
107,372,8
107,872,2
107,971,9
107,982,2
107,105,1
872,971,1
971,982,1
982,870,1
108,180,1
108,308,2
108,717,9
108,747,1
108,870,4
108,107,1
870,120,1
109,120,5
109,123,7
109,129,7
109,212,3
109,254,8
109,606,8
109,744,1
109,864,6
120,744,1
123,473,9
123,729,4
123,108,1
744,864,1
864,110,1
110,290,9
110,396,1
110,735,7
110,942,6
110,841,1
290,291,6
290,296,2
290,314,1
290,345,2
290,673,5
290,801,3
290,908,9
290,979,10
396,411,9
396,598,10
396,713,2
396,882,1
735,818,8
735,877,7
735,33,1
111,258,3
111,388,9
111,454,9
111,582,9
111,671,8
111,841,7
111,952,8
258,295,10
258,389,8
258,745,1
258,912,4
582,659,1
582,315,1
841,865,2
841,306,1
952,965,8
952,851,1
113,324,8
113,476,9
113,549,7
113,743,10
324,332,10
324,343,6
324,385,1
324,405,2
324,584,5
324,634,9
324,729,10
476,480,9
476,600,1
476,638,6
549,780,6
549,841,4
743,940,8
743,950,10
743,549,1
114,148,10
114,274,2
114,306,7
114,352,8
114,622,5
114,673,3
114,828,1
114,743,1
274,319,9
274,422,5
306,838,4
306,987,1
306,352,1
352,428,7
352,672,1
673,699,8
673,765,7
673,827,7
673,871,7
115,263,1
115,672,9
115,800,5
115,821,5
115,956,10
115,114,1
263,515,2
263,518,1
263,686,7
263,884,9
672,865,1
672,800,1
800,862,10
800,821,1
821,677,1
374,603,7
374,768,6
374,903,4
374,931,1
374,63,1
401,531,5
401,748,7
401,115,1
117,293,1
117,677,5
117,701,4
117,725,9
117,868,3
117,916,6
293,304,9
293,663,6
677,916,1
725,805,1
725,899,8
725,44,1
868,929,2
868,968,6
868,976,9
868,995,9
916,657,1
118,441,6
118,574,5
118,657,8
118,660,9
118,820,10
118,964,3
118,117,1
574,704,7
574,902,3
574,98,1
657,938,6
657,820,1
820,964,1
964,714,1
164,194,1
164,302,2
164,587,10
164,616,6
164,672,1
164,678,9
164,769,9
164,805,3
164,118,1
389,516,8
389,568,4
389,827,10
389,918,1
516,675,1
516,772,1
516,886,2
516,912,3
714,826,1
826,980,1
980,884,1
121,614,10
121,678,4
121,746,2
121,884,4
121,895,7
121,164,1
746,764,4
746,941,9
884,896,6
884,895,1
895,910,1
895,729,1
122,170,10
170,340,1
170,461,8
170,531,1
170,879,8
170,957,2
170,985,7
170,993,6
170,121,1
729,816,10
729,387,1
124,387,3
124,530,7
124,751,9
124,122,1
387,574,4
387,582,8
387,896,1
387,898,1
387,431,1
751,964,1
751,792,1
125,138,8
125,562,9
125,632,4
125,641,1
125,885,1
125,892,3
138,195,2
138,196,2
138,285,2
138,304,9
138,374,10
138,496,10
138,574,1
138,756,6
138,928,2
138,930,6
562,563,8
562,853,10
641,751,3
126,431,5
126,642,2
126,849,9
126,868,1
126,125,1
431,549,2
431,706,4
431,763,4
431,829,3
431,889,10
431,849,1
642,656,9
642,697,2
642,914,3
642,930,1
849,422,1
127,316,2
127,422,4
127,531,4
127,573,7
127,582,5
127,811,9
127,820,2
127,126,1
316,443,2
316,580,8
316,835,2
316,880,6
422,573,1
531,814,5
531,333,1
573,588,1
128,157,3
128,522,1
128,558,2
128,664,5
157,383,7
157,449,3
522,550,10
522,691,2
135,183,1
135,285,5
135,380,4
135,536,7
135,537,6
135,751,7
135,932,7
588,960,10
588,757,1
757,681,1
130,253,2
130,279,2
130,300,7
130,681,2
130,781,9
130,829,2
130,128,1
681,810,1
829,885,3
829,902,1
829,7,1
810,998,1
132,456,4
132,462,2
132,626,1
132,896,8
132,998,2
132,130,1
456,725,5
456,729,7
456,849,4
456,947,4
456,993,5
456,88,1
998,528,1
133,162,2
133,314,1
133,466,2
133,528,1
133,741,2
133,132,1
314,318,5
314,371,6
314,595,1
314,947,9
528,755,1
134,664,4
134,755,2
134,830,6
134,133,1
755,830,1
830,963,4
830,285,1
285,537,1
537,930,1
252,263,7
252,268,6
252,453,5
195,290,2
195,297,2
195,360,6
195,431,3
196,497,10
196,902,2
196,984,4
196,124,1
304,329,9
304,728,2
304,782,6
496,822,5
496,834,7
496,916,4
756,762,1
756,797,2
756,819,8
756,908,7
930,139,1
139,536,9
139,721,6
139,777,9
139,897,1
721,993,8
721,100,1
777,864,9
777,19,1
897,990,1
990,814,1
141,249,3
141,593,8
141,680,6
141,960,5
249,386,7
249,463,4
249,134,1
680,796,3
680,846,1
680,901,1
960,980,9
960,984,1
960,225,1
176,233,9
176,308,4
176,373,2
176,555,4
176,729,9
176,852,2
695,716,3
695,847,9
695,926,9
814,347,1
143,347,5
143,476,8
143,890,6
143,176,1
347,764,5
347,647,1
206,312,8
206,454,2
206,463,4
206,470,6
206,807,10
206,961,1
647,950,7
647,730,1
145,146,7
145,173,4
145,342,2
145,479,6
145,730,1
145,762,7
145,143,1
342,358,8
342,633,5
479,610,9
479,819,10
479,863,9
479,910,10
730,797,3
730,919,4
730,749,1
283,594,4
283,909,2
283,145,1
320,434,4
320,447,8
320,689,5
320,831,6
320,846,1
320,992,6
480,566,2
480,570,3
480,576,6
480,610,10
480,744,9
480,795,5
749,149,1
494,718,5
385,443,3
385,533,1
385,732,5
385,778,4
385,944,7
149,150,4
149,178,7
149,431,9
149,903,1
903,947,1
152,226,5
152,260,3
152,359,3
152,465,1
152,947,3
152,955,7
152,991,4
226,231,3
226,293,4
226,372,10
226,569,10
226,762,9
226,777,7
359,378,6
359,804,10
465,503,3
465,515,2
465,585,10
465,705,5
947,991,1
991,809,1
153,467,4
153,491,3
153,680,3
153,809,9
153,952,6
153,974,5
153,226,1
467,512,5
467,536,7
467,670,2
467,816,6
467,943,2
467,50,1
491,523,3
491,548,4
491,981,5
491,993,5
809,974,1
974,481,1
436,487,7
436,561,3
436,721,6
481,814,4
481,654,1
654,969,5
654,353,1
216,229,8
216,423,7
216,591,10
216,768,8
216,802,4
353,991,5
353,998,9
353,975,1
156,195,3
156,302,8
156,399,5
156,781,7
156,975,3
156,153,1
302,324,3
302,328,3
302,531,1
302,567,9
302,725,7
975,448,1
449,597,2
449,752,5
449,931,2
448,534,1
533,640,9
534,545,4
534,661,3
534,803,1
803,967,4
803,413,1
881,915,3
881,173,1
161,413,5
161,806,10
161,896,3
161,938,9
161,156,1
413,507,9
413,620,3
413,900,1
780,783,1
780,859,1
780,919,3
780,929,10
780,113,1
900,935,1
935,584,1
163,348,7
163,375,1
163,584,3
163,639,9
163,710,9
163,161,1
584,675,1
584,194,1
710,752,7
710,760,9
710,879,10
710,40,1
194,769,1
587,876,7
587,90,1
616,713,3
616,720,8
616,879,9
769,969,5
769,805,1
805,952,1
805,602,1
261,277,2
261,357,4
261,359,7
261,369,5
261,664,2
261,857,8
261,984,1
296,300,8
296,375,3
296,723,10
296,797,10
296,798,6
428,574,4
428,858,6
602,642,5
602,662,8
602,633,1
633,857,1
720,797,5
720,839,5
720,192,1
742,921,3
742,163,1
857,591,1
591,999,6
591,169,1
736,856,5
169,641,8
169,828,8
169,925,8
169,340,1
340,360,6
340,613,10
340,823,1
340,863,10
340,920,9
340,939,6
340,957,1
461,660,4
461,698,5
461,990,6
957,993,1
993,790,1
790,699,1
469,785,5
469,994,9
469,64,1
287,750,6
287,854,7
287,972,4
996,426,1
386,858,3
386,929,4
699,373,1
175,196,10
175,217,3
175,317,1
175,363,8
175,403,7
217,301,10
217,650,2
217,777,2
217,742,1
403,499,3
403,650,1
403,911,5
403,919,8
403,942,9
373,664,2
373,942,2
373,852,1
555,602,1
555,889,5
555,914,1
555,141,1
852,177,1
177,404,4
177,692,10
177,809,4
177,841,1
177,866,1
177,313,1
303,472,1
303,507,7
313,678,4
313,850,10
313,740,1
740,345,1
926,969,5
345,388,6
345,939,5
345,969,4
345,825,1
825,982,3
825,221,1
221,384,2
221,480,7
221,588,10
221,878,1
662,812,8
662,815,10
878,887,1
887,869,1
869,495,1
495,707,1
560,570,3
560,737,6
184,707,6
184,175,1
707,801,2
707,551,1
185,551,5
185,941,2
185,184,1
551,575,1
551,820,4
551,941,1
941,381,1
691,915,9
691,977,2
691,31,1
759,911,1
759,415,1
381,651,1
381,624,1
624,188,1
188,233,9
188,247,3
188,303,5
188,433,7
188,577,1
189,269,5
189,577,9
189,755,4
189,858,4
269,487,2
269,663,8
269,712,6
269,724,1
269,776,8
269,185,1
